name,key_error,value_error,category_error
static-fwd-circle__clockwise_90___ease-in__extremely_large__neon_pink__fill__scale-0.5__sample-178,25,0.2490369862678893,0.029850746268656716
static-fwd-circle__right-to-left__ease-out__small__royal_blue__fill__scale-0.5__sample-605,9,0.09075892252365786,0.029850746268656716
static-fwd-polygon_5__anticlockwise_180___ease-in__very_small__navy__fill__scale-1.0__sample-110,19,0.603944941468717,0.0273972602739726
static-fwd-polygon_5__anticlockwise_180___ease-out__small__rose__dotted-gap-20__scale-1.0__sample-377,0,0.20166101691593344,0.0
static-fwd-polygon_5__anticlockwise_180___linear__small__navy__dotted-gap-20__scale-0.5__sample-888,1,0.19025436032505647,0.0
static-fwd-polygon_5__anticlockwise_60___ease-out__large__neon_blue__fill__scale-0.5__sample-88,6,0.12728922853117075,0.0273972602739726
static-fwd-polygon_5__anticlockwise__ease-in__medium__navy__dotted-gap-20__scale-1.0__sample-158,0,0.3474973153937581,0.0
static-fwd-polygon_5__anticlockwise__linear__very_small__olive__dotted-gap-20__scale-0.5__sample-907,1,0.18822418343599606,0.0
static-fwd-polygon_5__clockwise_60___linear__very_large__stone__outline__scale-1.0__sample-423,0,0.12480823049128083,0.0
static-fwd-polygon_5__clockwise_90___linear__small__burgundy__dotted-gap-20__scale-1.0__sample-628,1,0.1143144429511932,0.0
static-fwd-polygon_5__clockwise__ease-in__very_large__baby_blue__dotted-gap-20__scale-1.5__sample-56,0,0.1109757365281929,0.0
static-fwd-polygon_5__left-to-right__ease-out__extremely_large__jade__outline__scale-0.5__sample-682,18,0.2712625670036937,0.0
static-fwd-polygon_5__up-to-down__ease-in__large__fire__dotted-gap-20__scale-1.0__sample-60,3,0.26246518002578806,0.0
static-fwd-polygon_6__clockwise_180___ease-out__very_large__marigold__fill__scale-1.0__sample-74,19,0.23251139473740393,0.0273972602739726
static-fwd-polygon_6__clockwise_225___linear__very_small__lime__dotted-gap-20__scale-0.5__sample-853,0,0.22599597181895104,0.0
static-fwd-polygon_6__clockwise_60___ease-in__small__periwinkle__dotted-gap-20__scale-1.0__sample-885,16,0.08732566280206712,0.023255813953488372
static-fwd-rounded-square_16__clockwise__ease-out__extremely_large__sand__outline__scale-1.5__sample-351,13,0.13398546924377536,0.013513513513513514
static-fwd-square__anticlockwise_225___linear__small__black__dotted-gap-20__scale-1.0__sample-362,0,0.20378743820658765,0.0
static-fwd-square__anticlockwise_45___linear__small__neon_pink__fill__scale-0.5__sample-710,1,0.1954915534977744,0.0
static-fwd-square__clockwise_180___linear__medium__peach__outline__scale-1.0__sample-794,0,0.18285345971877884,0.0
static-fwd-square__clockwise_270___ease-in__very_large__baby_blue__outline__scale-0.5__sample-142,12,0.1292125724656815,0.0
static-fwd-square__clockwise_45___ease-in__extremely_large__purple__dotted-gap-20__scale-1.5__sample-235,0,0.15640847847434267,0.0
static-fwd-square__clockwise_45___ease-out__small__jade__dotted-gap-20__scale-1.5__sample-667,0,0.18028960834805535,0.0
static-fwd-square__right-to-left__ease-in__very_small__emerald_dark__outline__scale-1.5__sample-502,2,0.21009331213955157,0.0
static-fwd-square__up-to-down__linear__medium__black__fill__scale-0.5__sample-164,4,0.7022476778148615,0.0
static-fwd-star_5__clockwise_125___linear__very_large__bronze__dotted-gap-20__scale-1.0__sample-209,0,0.17619334866449002,0.0
static-fwd-star_8__clockwise_125___ease-in__very_small__indigo__dotted-gap-20__scale-1.0__sample-259,0,0.19652356056249956,0.0
static-fwd-star_8__clockwise_180___ease-out__small__teal__dotted-gap-20__scale-1.0__sample-497,0,0.26609222533583093,0.0
static-fwd-star_8__clockwise_225___ease-in__extremely_large__bronze__dotted-gap-20__scale-1.0__sample-343,0,0.1360727717840349,0.0
static-fwd-star_8__clockwise__ease-out__extremely_large__lime__fill__scale-1.5__sample-398,3,0.26468697522358337,0.0
static-fwd-triangle__anticlockwise_125___ease-in__large__jade__dotted-gap-20__scale-0.5__sample-763,0,0.2131547762355468,0.0
static-fwd-triangle__anticlockwise_270___ease-in__small__jade__dotted-gap-20__scale-1.0__sample-368,0,0.2422645714556296,0.0
static-fwd-triangle__anticlockwise_270___ease-out__medium__indigo__fill__scale-1.5__sample-771,27,0.122386376794854,0.0273972602739726
static-fwd-triangle__clockwise_45___ease-out__very_small__charcoal__fill__scale-0.5__sample-855,3,0.3222606244384136,0.0
static-fwd-triangle__right-to-left__ease-in__very_large__olive__dotted-gap-20__scale-1.5__sample-723,1,0.43427350054779934,0.0
